audio_id,transcription,detected_language
../data/audios\6891035742206741761,"Millions of Americans sincerely love Donald Trump. They love him in spite of everything they've heard. They love him often in spite of himself. They love Donald Trump because no one else loves them. The country they built, the country their ancestors fought for over hundreds of years, has left them to die in their unfashionable little towns, mocked and despised by the sneering halfwits with finance degrees, but no actual skills who seem to run everything all of a sudden. Whatever Donald Trump's fault, he is better than the rest of the people in charge. At least he doesn't hate them for their weakness. Donald Trump, in other words, is and has always been a living indictment of the people who run this country. That was true four years ago when Trump came out of nowhere to win the presidency, and it's every bit as true right now. Trump rose because they failed.",en
../data/audios\6891040994398096645,"Oh lord. Yeah! Oh god. My name's Paul and I paid this online, I swear, but it's showing I didn't. Oh, alright, let me take a look at it again. Alright, Paul. Alright. Alright, bam! It says you owe 150, that's why you have a charge in your account. I paid it. No you didn't. Are you sure? I mean, down the street I can hear you flinching and typing away with those heavy fingers of yours. Why don't you check one more time? I'm the one that is tapping!",en
../data/audios\6891041916771781894,"Wait, so you're telling me that...",en
../data/audios\6891057402184076549,Y'all today I asked my students who lives in the White House hoping to get back the answer the president I said who lives in the White House this little boy goes a racist when I tell y'all about Dodd I mean he ain't wrong,en
../data/audios\6891060313316134149,This is my mom Maria and she voted for Trump. Say hey mom. Hey mom. Okay guys this is my brother Ryan and he also voted for Trump. Ryan wave. Say hey. Hey guys. Alright. My dad's a little camera shy but he also voted for Trump. I made this video to tell you guys that not all Trump supporters are racist. I'm an adoptive black male and a white family who all voted for Trump. Not all people that vote for Trump are racist. That being said I do live in a household full of dumbasses.,en
../data/audios\6891060486939495685,"let's make some lunch for my kids! today I'm adding some white rice and I made some teriyaki chicken wings I'm gonna make some zigzag cuts on the top of the strawberries you just make cuts diagonally around the top and when you pull it off, it looks like this so cute I'm slicing up an apple and then using a shape cutter to cut out some stars you can add a little bit of lemon juice to keep them from browning I'll have wanted to help me now I'm using my star food picks to add the strawberries some blackberries, raspberries, and the apple stars at the end I'm making another one and then I'm gonna add those to the bento box it's election day today so I'm going with a red, white, and blue theme and I'm gonna use these cinnamon letter cookies and write vote and add the rest of the apple stars I added a yogurt drink and now for the note, I'm writing somewhere inside all of us is the power to change the world",en
../data/audios\6891065285281942790,"Too long took too long took too long for you to call back And normally I would just forget about that Except for the facts, it was my election day My stupid election day",en
../data/audios\6891067739239124230,"Are you coming to the tree? They strung up a man, they say who murdered three. Strange things have happened here, no stranger.",en
../data/audios\6891086824538721541,"picks in the 2020 draft. The state of New York selects Joe Biden from Scranton, Pennsylvania.",en
../data/audios\6891096850779147525,"Okay, so obviously as you guys could tell I'm for Biden. I've always been for Biden even in the last election I've never liked Trump or anything he stands for but recently I had an assignment in my government class I'm a senior in high school Where we had to go on both candidates websites and like see what they're all about and the things that I noticed Only made me like Biden more like when you look at the comparison. It's crazy. I'm gonna show you So basically I'm gonna go back and forth between each candidates website And I'm gonna show you how one person did something and how the other person did basically the same thing So first, let's start with Trump. This is his home page and it's literally just a photo of him Okay So now we're on Biden's website and you literally see him and Kamala together like even though he's running for president He's putting her with him to show that they're a united front on Biden's website There's also this mural of tons of LGBTQ plus people disabled people people of all races religions cultures Trump literally has nothing like that I'm running out of time, but I'm gonna do a part two",en
../data/audios\6891098842436095237,Trump 2020.,en
../data/audios\6891118360021470470,"I'm gonna continue thinking you're racist because you keep saying racist things. What am I saying? And you refuse to recognize your privilege. Refusing to recognize your privilege? I will never say that I am privileged because I'm white. Oh I am, I will say that. I am privileged because I am white. I do have white privilege. You will probably get on your hands and knees and say please for- Actually I don't think I've ever heard you say you're a feminist in your entire life. And that's actually kind of insane that you're not a feminist because literally feminism is equal. That's not consensual. That's not consensual. That was not my consent.",en
../data/audios\6891122482716101894,"Welcome back to this nonsensical electoral interactive map. I've just been flipping and flopping and giving all sorts of hypotheticals tonight just to give you a panic attack. I'm going to throw another one at you right now. You're not going to believe this because things could flip on a dime. Basically and we just ran the numbers, Donald Trump can win every single state landslide across the country. But if Joe Biden takes this small county of Piqiqua in Maine, it's a population of 12 He will win the entire election. How is that possible? We have no idea. And I just did a few lines of cocaine so I'm just going to keep sliding and flipping and flopping and we'll be back with a few more panic attacks.",en
../data/audios\6891142373284367621,"Because if you cannot be friends with somebody that has different political beliefs than you, okay So like imagine You're like, you know, just like hanging out with a friend y'all are like sipping Starbucks I don't know what I don't know what y'all do and the entire time they like low-key like low-key want you deported The entire time they just want you to go to conversion therapy, but like low-key though low-key They don't think that you have bodily autonomy that you don't have rights over your reproductive organs but like low-key though like It's just a Starbucks trip, right?",en
../data/audios\6891145455225392390,Trump's Twitter be wildest He wrote we are a big but they are trying to steal the election We will never let them do it boats cannot be cast after the polls polls are close We run into the comments They said somebody said we saw the first one bozo He went and corrected it and then somebody commented This you Now Twitter is censoring his tweet,en
../data/audios\6891170490132466949,I just wanna be...,en
../data/audios\6891179750748998918,"With blue being the highest and red being the lowest, these are the most highly educated states in America. Now if we just click here- oop, sorry wrong page- wait, are these the same maps?",en
../data/audios\6891180433132899590,"Alright guys, now is the time to get nervous. I declare it is the time to get nervous! Look at what we have here! Arizona has been deemed as a blue state, which is going to Biden. The total is 238 Biden, 213 Trump. If he wins, Biden wins Nevada. It's gonna go up even more. Now this is where it gets tricky. He has to win Pennsylvania, Michigan, or Wisconsin to complete the 270. If he does not get one of them, he loses. That's the scary part. And like I said in my other videos, it's gonna take days to figure out who won these states. All the news saying that, oh, Trump won this, Biden won that. No, these are not decided at all. And they stopped counting the votes for the night. So we don't know who's gonna be it today, obviously. But this is the part where it gets scary. Like, now I'm getting nervous because Biden is so ahead. He needs one of these states to win.",en
../data/audios\6891186816444009734,"Introduced to you the President-elect of the United States of America, Donald Trump. Announcing the new 2020 President of the United States of America, Joe Biden.",en
../data/audios\6891221288040369410,"One of the passions of my life is ending violence against women. You can do anything. Grab them by the pussy. Women are entitled to be treated with respect, damn it. I don't think you understood what was said. This was locker room talk.",en
../data/audios\6891237887950540033,"Então, o que muda no Brasil se o Biden ganhar e o Trump perder? Tem duas coisas principais que vão mudar. Não necessariamente mudar, mas tem tendência a mudar. O Biden, ele acha muito preocupante o que está acontecendo na Amazônia. Inclusive, em um dos discursos dele ele falou disso. O que ele falou é que o governo dele vai tentar interferir pra poder restaurar a Amazônia, caso ele ganhe. A gente tem sempre que lembrar da soberania nacional. Então, se o Brasil virar e falar assim, a gente não quer a sua ajuda, não tem o que ele faça, a menos que ele invada militarmente o que ele não vai fazer, porque senão vai começar uma guerra. E, obviamente, nosso presidente não vai querer compactuar com o Biden, então isso vai gerar uma tensão. Outra coisa que vai mudar é que o Biden falou que se ele ganhar, ele vai entrar de volta no acordo de Paris que o Trump saiu. O acordo de Paris é um acordo que todos os países fizeram pra emitir menos gases poluentes na atmosfera. E isso é contra também a posição do Bolsonaro. Então, provavelmente as relações diplomáticas entre o Brasil e os Estados Unidos vão se afastar. Mas nada tão ruim do que o que poderia acontecer se o Trump ganhasse.",pt
../data/audios\6891273950911941894,Hey good morning Kanye Shut the fuck up,en
../data/audios\6891281140724944134,"One of you will betray me tonight. Is it me, Jesus? No. Is it me, Jesus? It's not you either. Is it me, Jesus? Is it me, Jesus?",en
../data/audios\6891288676941171974,Aladdin King stands alone.,en
../data/audios\6891289393231908102,Outro,en
../data/audios\6891291761914760449,"Read the transcript. Now they want to have a transcript of the other call, the second call. And I'm willing to provide that.",en
../data/audios\6891296645015670017,"All you guys woke up this morning wondering who became president. Well, it hasn't been decided yet. But I'm going to tell you who is likely going to win. So right now, if you look at this map, Joe Biden is in the lead. But right now, it can literally go either way. And that is because of these six states right here. So it looks like Trump is going to win Pennsylvania, North Carolina, and Georgia. Which means if he wins these three, he only needs to win one more state. But right now, Biden's in the lead of Nevada, Wisconsin, and Michigan, up here. If he wins these three states, he becomes president. So basically, for Trump to win, he needs to win one of these three states from Biden. But for Biden to win, he needs to win these three. And honestly, right now, it can go either way.",en
../data/audios\6891304284583939334,"palabras de las brujas, los secretos escondidos en la noche, los antiguos dioses invocamos ahora",es
../data/audios\6891316650868477190,"I'm sorry, but this has to be said. Florida, bitch, you need to start reading the room. Read the room, bitch, read the chart. You see the bad important bitches, the one that the only reason revenue comes into Florida, bitch, you see them? Yeah, Miami, Tampa, Orlando, Tallahassee. I mean, I don't really go to Jacksonville, but Kiki, and then that other little square blue bitch that voted for us, read the fucking room, okay? Read the room, bitch, because guess what? I've lived in Orlando my whole life, and I've never had a fantasy of fucking traveling to Sarasota, bitch. What the fuck? Who comes here for that bitch? No one. When they come here, they go, Disney, Capitol. Bitch, we voted for the right side, so what? Fuck is this? Oh my God, I cannot believe I woke up to this buffalery. This is so nasty. This makes no sense. New bitches are zero. They didn't even put your fucking city on the map. Believe. Oh my fuck, oh, so fucking mad.",en
../data/audios\6891325484341234946,"Girl, don't do it. It's not worth it. I'm not gonna do it, girl. I was just thinking about it. I'm not gonna do it. I did it.",en
../data/audios\6891329775084915974,"Everyone is blaming Cubans for Florida. Let's talk about it. But first, a brief history lesson. When Castro overthrew the military dictator, Batista, in 1959, he had a lot of support. But when he started redistributing land from the wealthy white bourgeois class, they threw a fit and dipped to Miami. The US rang the socialism alarm and instituted embargoes that absolutely demolished their economy, and a lot of impoverished Cubans blamed Castro for their misfortune and left to Miami. Both these groups of immigrants now run, screaming from the C-word. A third group of immigrants are mad that the Democratic president at the time, JFK, funded a failed coup known as the Bay of Pigs. We are spiteful people, and my relatives that left during this period still cite that as the reason that they vote Republican. Also, as a deeply colonized country, Catholicism and the conservative politics that accompany it still haunt Cuban values. Also, also, American assimilation propaganda is so strong, these immigrants would gladly throw their own people under the bus just for a chance not to get hate crimes. But every four years, the country is surprised by this very consistent voting bloc and blames them for it. So stop treating Latina people as a monolith, but also Cubans, do better.",en
../data/audios\6891340561433824517,I'm just chilling in Cedar Rapids.,en
../data/audios\6891364448431328514,"So if you ever have a really good picture but annoying things like light switches are in the way, I use this app called Retouch. All you do is download it, use the little brush tool, and you can literally erase anything from any picture. I use this on so many of my photos. This is before and after, and I'm also going to show you this pretty sunset picture. This like balcony was in the way. It was so annoying. I wanted to get rid of it. You can also erase people, which is amazing.",en
../data/audios\6891377986046659845,"Are you gonna start writing already? We know it's riot season ready for a civil war because we're ready You you want civil war? I? mean you you're wearing the colors of the losing team from last time but It's funny, you know you being a Christian and all but I'm guessing it's the other side of you that wants civil war You know the the gun totter the gun totter What is a totter? Say move in a feeble and steady way Shake or sway as if about to collapse. Oh Oh, you mean like this Also, this is all very big talk from someone who shuts off duets and stitches and limits comments So if there is a civil war, I'm pretty sure you won't show up",en
../data/audios\6891383170072153346,I just wanna be...,en
../data/audios\6891389754936495365,I have a confession to make and do not yell at me. I'm gonna be keeping this straight boy act up until I know that Biden is one for sure because these Trumpets out here have me scared. I'm straight. I'm single. I don't have a boyfriend. You're single? I don't have a boyfriend. I don't have a boyfriend. What about last night? Come here. Don't be acting like that. Give me a kiss. I don't do that. Huh? No. Homosexual. You are homosexual. Never heard of that. You have heard of that. Last night was a mistake. A mistake. A mistake.,en
../data/audios\6891390809988500742,"If her name ends in an A and it sounds like uh, oh yeah she's toxic.",en
../data/audios\6891399785278901510,"There are exactly three ways Trump can still win right now is 264 to 214 so Assuming and it's very much known Trump gets the pink territory. So that's you know, one two, three four He has to get all those which the numbers are and he's getting them plus either It turns out Michigan recount proves he won as you can see very close numbers He improved fraud or a recount and that can push him over same with Wisconsin Preview proves fraud or a recount that proves you won and then that wins him the points he needs or Third option is in Nevada, which is still being counted in very close and only 70th of the polls are in look closes He gets those six points addition to the pink territories that clearly is gonna win he wins. So not one but three Possible outcomes three ways from the wind still only one has to happen",en
../data/audios\6891415696157232389,"To anyone who isn't watching the election right now, I just needed to let it be known that Trump literally came out and did a little speech and went, we're gonna go to the Supreme Court and tell them to stop the voting because he quote, has already won. Wait, here, here, I'll show it to you. This is a fraud on the American public. This is an embarrassment to our country. We were getting ready to win this election. Frankly, we did win this election. So we'll be going to the US Supreme Court. We want all voting to stop. Okay first of all, the voting has stopped. We're just counting all the mail-in votes now. Second of all, a candidate needs 270 electoral votes to win, which none of them have. Third of all, even if we're gonna just stop all voting, like just stop electoral votes and mail-in votes, Trump would have lost anyway.",en
../data/audios\6891416341442612486,"I said he's a scumbag, don't you know?",en
../data/audios\6891417272200547590,"Y'all already made his mind look boyy, now get yo boots, hang yo coat",en
../data/audios\6891429118013918469,"Are you serious? Give me that fucking mic! Who the fuck you been at baby girl? I'm so sorry. No seriously, do you even want to be here? Yes, of course. All these people all the time, all them-",en
../data/audios\6891459493087988997,Mexico is killing us. I want to build a wall. I'm gonna build a wall. I want to build the wall We need the they're bringing drugs. They're bringing crime. They're rapists,en
../data/audios\6891470004621954310,We just got a letter.,en
../data/audios\6891471944953253126,sneaker meetup let's see we bout to finesse yo sup G hi Brody first up we got the manscape lawnmower 3.0 alright G how much can you do for this I'll give you like 35 dark elixir I can do like 55 cute alright next up we got some stolen mail and ballots alright next up I got two pretty best friends nah one of them always got to be ugly man's just got finessed,en
../data/audios\6891483225613552902,"Joe Biden, Kamala Harris. And what? How much time do you have? Climate change should be enough to make you vote Democrat. If you have to choose between two pieces of shit, you gotta choose the better one. Did I vote for Trump? I just don't really like Kamala Harris. I'd like Joe Biden if he would have picked somebody else I would have voted for him. Presidential? Biden. Okay, and why did you vote for Biden? I do have two kids and I just don't see how we can continue down the course that we're going down. I voted for little Joe from the basement because Trump is unqualified to be a human being. So who did you vote for and why? For Biden. Because he's a good guy and he understands how the country works. He understands government and he's not a dipshit. If you could vote in the election, who would you vote for? Biden. And why would you vote for Biden?",en
../data/audios\6891489637211081990,"Hey, Susan was cooking baby. Can you give me radiology, please? This is John",en
../data/audios\6891491655812140294,Oh my god!,en
../data/audios\6891497586914594054,"What are we doing Zayn? We are breaking up with America. America sucks. We need to fix it. First up, the USA. The USA is just the East Coast and some of the boonies just so that we have some political balance. This area we have labeled return to sender. It is because we don't need it anymore. Get rid of it. France, Native Americans, I don't know. Take it off our hands please. This is the Republic of Texas. They've wanted independence for like a while so just let them have it. We are returning a few states back to Canada because they're already just basically Canada. Let's just make it official. This is greater California. It's called greater California because that's the most notable state out there. Sorry everyone else. We're also giving Hawaii independence because we're very sorry that we sort of snatched it that one time.",en
../data/audios\6891499905345522950,Don't mind me just watching,en
../data/audios\6891505543169494277,"There's an exit plan being formed because what's happening beyond those doors right there and you can see that that is closed up that shade has been dropped. We are expecting a count in about 20 minutes. A look at what's happening to the ballots here. What could help figure out where the 11 electoral votes are going to go. So they're here for a while. We don't know how they're going to leave. Frankly, as we look at some of the officers heading out that way to try to figure out what to do as law enforcement with this large crowd and I should add that this is a crowd that is armed. There are a number of people out there who have been seen with long guns with automatic semi-automatic rifles because this is an open carry state. So there are a lot of security concerns. So are they leaving? Are they leaving?",en
../data/audios\6891519285945060614,"Alright, we're gonna be calling out each state and seeing who you're all representing. Alright, first off, California Are you really even gonna ask? Yeah, I don't even know Texas Trump dude, what I don't know could have been anyone's ballgame Florida we're doing Trump. All right, New York Washington DC. Do you guys I don't even know why you showed up Pennsylvania I think we have like six hundred thousand votes left to count. I don't even know Hurry up Louisiana, I would move over coffee. Hope why the fuck are you a state? Wisconsin I guess we're gonna have to recount. All right, Michigan. We'll see you in court Jesus All right, Alaska. We're still not sure you have like eight citizens and like two bears. How do you not know figure it out, dude? All right, Nevada Wouldn't you like to know polar boy?",en
../data/audios\6891519936254971141,here and that's quite satisfying already just one of those and I've got all those to go. Mmm very nice I reckon,en
../data/audios\6891544557633228037,"Are you surprised? Are you, why is that so, why is that so mind blowing?",en
../data/audios\6891545127697911046,"Fort Bragg is a big deal. We won two world wars. Nobody even knows General Bragg. We won two world wars. Go to that community where Fort Bragg is in a great state. I love that state. Go to the community. Say, how do you like the idea of renaming Fort Bragg? And then what are we going to name it? You're going to name it after the Reverend Al Sharpton? What are you going to name it? Tell me what you're going to name it. So there's a whole thing here. We won two world wars. Two world wars, beautiful world wars that were vicious and horrible. And we won them out of Fort Bragg. We won them out of all of these forts. And now they want to throw those names away. And no, I'm against that. And you know what? Most other people are. And I even, I don't believe in polls because I see the fakest polls I've ever seen. But that poll is a 64% thing, which actually surprised me. We won world wars.",en
../data/audios\6891561558002961665,"And I begged to do this. And I said, I'm looking around the room and we had even Latoya who was standing beside me and thought maybe... Maybe Brady was right... I almost had a pretty picture of you... Daryl John and Dennis thought I should be... Written by a nice reporter, now, the poor guy, you gotta see this guy. I don't know... Now, go backstage before show... Yes... And everyone's getting dressed... They're standing there with no cli... Is everybody okay ? And you see these incredible looking women...",en
../data/audios\6891587688420494597,"Good morning, we still don't know who won the election. But let's start off the day with some memes. And the winner is Donald Biden. Conservatives last night, red wave. Conservatives this morning, stop counting please. Here's what we know so far. Jokes, okay. Congratulations, you've made it to November of 2020. Make some noise. All of us. The ticket machine at Chuck E. Cheese would have counted those ballots already. Y'all rushing the fuck out of Nevada. Girl, we 50th in education. Give us a second, we can't count. How every other state will sleep next time. Texas and Florida need help with hurricane.",en
../data/audios\6891651509256260870,"Alright, let's get two things straight. Number one, we own the hood. Y'all just run it. Number two, you think you're gonna beat a redneck in a shootout? Motherfucker, we blow shit up for fun. Plug ducks out of midair, bitch. We're popping squirrels out of trees that are running. What do we do when we're bored? Oh, we go outside and target practice. You know how many scenarios a redneck's run through his mind for somebody busting his fucking house? That man said if he come from the front door, I'm gonna be in a prone position on the couch with a sniper rifle. And that's indoors. And I'm gonna have my wife down the hallway with an AR-15 ready to drop your ass with a 30 round mag. Both my kids are gonna be in the goddamn closet with shotguns. My daughter's gonna have a Glock though. Like y'all motherfuckers shoot like this and can't hit a broadside of a barn. Get the fuck out of here. And I've seen a lot of Trumpsters invade the city this year. I ain't seen one hood motherfucker in the country. Dumbass.",en
../data/audios\6891671659703504133,"Liberal vote but liberal not vote because no vote not real. Liberal vote by mail but mail plus mail equals wrong and bibble. So liberal no vote, liberal wrong, liberal fraud, supreme court. Liberal vote but the liberal vote not real vote because gay. Liberal gay because no gun. Liberal not vote. Liberal not vote because not right. Liberal wrong.",en
../data/audios\6891684526032981250,"For the final time as President, I am pleased to award our nation's highest civilian honor — the Presidential Medal of Freedom. For the first and only time in my presidency, I will bestow this medal with an additional level of veneration, an honor my three most recent successors reserved for only three others, Pope John Paul II, President Ronald Reagan, and General Colin Powell. Ladies and gentlemen, I am proud to award the Presidential Medal of Freedom with distinction to my brother, Joseph Robinette Biden Jr.",en
../data/audios\6891695365687430406,"I'm just watching the election, it's actually pretty solid so far, not gonna lie.",en
../data/audios\6891699660725980422,"Yeah, that's like the whole point.",en
../data/audios\6891701856146345217,"I bet you guys woke up this morning wondering who finally won the election. Well here's everything you need to know, and who's probably gonna win. So right now Joe Biden's in the lead, still 264-214, and he needs 270 to win. Michigan and Wisconsin have been secured, and Trump is likely to secure these three pink states here. So it all comes down to Nevada, who's literally taking their sweet ass time making everybody wait. Because if Joe Biden wins Nevada, he's gonna become the president! But if he loses it, then Trump's probably gonna win. So this is gonna be super close.",en
../data/audios\6891703298705919233,"I just can't get enough of my new laser machine, so I decided to make two political pendants and design them differently for the elections. I'm letting the for you page decide which one you see. If you're seeing this one first, that means you're on team Biden. Do whatever you can to beat team Trump. Before I start I make sure everything is lined up and good to go. I have to work relatively fast because the fumes this machine produces are pretty bad for me. Usually I can close the door on my laser and turn on my fume extractor, but because I'm trying to film for TikTok I actually have to keep the door open. I hurry up and trace the outline to make sure the pendant gets completely cut out. Then I'll drop it in my rock tumbler and leave it overnight. This year has been crazy and I'm super excited to see who wins the election, but we don't have much time, let's go beat Donald Trump.",en
../data/audios\6891703662465305858,"I just can't get enough of my new laser machine, so I decided to make two political pendants and design them differently for the elections. I'm letting the 4u page decide which one you see. If you're seeing this one first, that means you're on team trump. Do whatever you can to beat team biden. After turning on my fume extractor I go to work and make sure everything is lined up. After this I laser engrave the outline to make sure that the pendants are correct size. I also do this to make sure that the beam is in focus and that the laser is marking the metal perfectly. Within minutes it's starting to take shape. I'll get it to follow the outline a couple more times until it cuts all the way through. Then I'll throw it in my rock tumbler and let it tumble overnight. This is the most important part after cutting to get rid of all the harsh edges. Alright, we don't have much time. Let's go beat team biden.",en
../data/audios\6891712675714223365,He said that wanna be dumb genuinely do true is his,en
../data/audios\6891719019334864133,I just wanna be...,en
../data/audios\6891736016219098374,"Did you vote in the election and if so, who did you vote for? Biden. Okay, and why did you vote for Biden? Because I need the regimes that are present to be out. Did I vote? Yeah. No. Okay, and why not? Do you know the history of that government and what they're capable of doing? Do you choose not to... You know better than to believe whatever they put out. I vote for Joe because he's the only logical choice to make. Who did you vote for and why? Oh, you know you're not supposed to ask that. Isn't that considered impolite? I mean if you don't want to answer that's okay. Donald Trump. He believes in more of just the dream rather than everything being handed to you. What don't you like about Biden and Harris? They don't have a plan. He has dementia. I don't think he's the right leader for our country. And who did you vote for, Jeremiah? Biden and Harris. President Trump has divided our country. He's divided my family.",en
../data/audios\6891744169006566661,"If election fair, why Trump losing? Trump never lose. Trump perfect. Counting all votes? Fraud. Mail-in votes? Fraud. Trump votes by mail. But liberal fraud. All liberal wrong. They winning vote? Fake. Fake news. If Trump no win, we fight. If Trump win, liberal lose, they fight? Disgusting. Liberal bad American. They know what discrimination? They know America.",en
../data/audios\6891758552520674561,"It's another day for America's democracy. The president's making baseless accusations of electoral fraud and attempts to steal the election. His son Eric is pushing misinformation about ballot burning when there's no evidence that that is happening. His campaign is launching multiple lawsuits to stop vote counting when the counting of votes after election day is a standard part of the electoral process and international election observers are accusing the president of a gross abuse of office. Now, Donald Trump repeatedly attacked America's democratic process during the campaign so the last two days are not entirely a surprise but reaction around the world shows us the president still has the capacity to shock. For better or for worse, this is not American democracy as people normally see it.",en
../data/audios\6891763479389293829,Jefferson has my vote.,en
../data/audios\6891769946594921733,"Donald my beautiful husband. What are you doing coloring Donald? You know those are Joe states Well, technically they haven't called it yet. And quite frankly, this is my map to color in You know better fine",en
../data/audios\6891779063736798465,"Hey, so we should probably vote on what to get for dinner. Uh, I want pizza. Pizza. I want pizza too. Yeah, I'm thinking we should get rat. What? I want rat. We're not gonna listen to him, right? I mean, there's three of us. We voted for pizza. Yeah, no, we're eating rat. What? But there's three of us! We voted for, like, three is bigger than one. I don't get it. Yeah, but we're from California. He's from Wyoming, so his vote's worth 3.6 times more than ours.",en
../data/audios\6891797020378516742,"That is the president of the United States. That is the most powerful person in the world. And we see him like an obese turtle on his back, flailing in the hot sun, realizing his time is over.",en
../data/audios\6891798385087548677,"Hi, my name is Ali. I'm 30 years old, which makes me a millennial. I'm gonna show you how to make a rum and coke. Get you a cool little cup. Get you some rum. This is whiskey. This is whiskey. Okay, that doesn't matter. We're gonna use it. Okay, and do that. Pour whatever you want. Whatever you want. Whatever you feel comfortable with. That went back. Oh my god, I would have built like that. I definitely would have built like that. I'm 30, but I'm not built like that. Oh my god. Don't do that. Don't do that. I'm not built like that either.",en
../data/audios\6891801445243342081,"So to all the Americans that are watching, if all goes south and some of you I'm assuming will be looking for new places to live, some of you will go to Canada or like Mexico or New Zealand or you know whatever. I thought I would advertise Scotland as a choice. We've got Calais, Twin Atlantic. Apparently to you guys we sound pretty cool so I mean this is a pretty good selling point. Yay. Our First Minister is a woman. Selling point. We've got good air, good water, oil, fish, alcohol. Nice cities. We've got a pretty good population to landmass ratio. I'd say our unofficial catchphrase is okay we're not the greatest country in the world but we're doing our best. Come to Scotland!",en
../data/audios\6891817190241078533,"Okay conservatives, can y'all level with me real quick? Trump lost the popular vote in 2016. So starting off his presidency, he already did not have a majority of American voters. And since being in office, he has experienced the most job losses out of any other president in history. I know it was because of the pandemic, and I understand that you don't blame him for his handling of coronavirus, but there are tons of Americans who do. His highest approval rating in his entire presidency was 49%, meaning that there has never been a time when most Americans approved of his job performance. He was expected to lose this election by a lot. If he were to win this election, he would be making history by being the president with the lowest approval rating record to win an election. So now, he's losing. Not even by that much. It makes perfect sense that he is losing. It is not voter fraud. Y'all have been living in an echo chamber for four years thinking that everyone loves your president and that is not the case. Y'all were always the ones to say facts over feelings, but now you're letting your feelings get in the way of the facts.",en
../data/audios\6891823156907101445,I just wanna be...,en
../data/audios\6891825751620947206,"And if you don't like it, Biden! Biden. Joe Biden. Very good.",en
../data/audios\6891833652141903109,"Well, I guess our future's fucked.",en
../data/audios\6891835264130501894,"Why are they on my channel? You must have put them on there. I didn't do that. You must have. How dare they get on my channel? Does it say MSNBC down there? No, it says Sean Hannity. What? Is it six o'clock yet? I think so. I think you put that on. What? I think you put that on. I wouldn't put Fox News on my TV. How dare they do that? And they're talking about voter fraud. Are they talking about Democrats doing fraud? How dare they?",en
../data/audios\6891860808167410950,"What are you doing? The election is over so I'm taking it down. It's over so you're going to take it down? Who won? Who won? So why don't you leave the sign down? Do you even live in this city? So why don't you leave the sign alone? I don't care. Okay, cause what? Are you a Trump supporter or something? Don't worry about it. Okay, how about the- I am going to worry about it. How about you leave the sign alone? How about you leave the sign alone? You don't live here? Go. What does it matter to you? Cause this is private property. What does it matter to you? I live right here. Get out! Why don't you leave the sign alone? Why? Because you're not a Trump supporter, you're not a Biden supporter. Leave! I didn't say I was either or. You don't have the right to take that sign down. Go. I had the right to put it up? You didn't put it up, so does it matter? How do you know I didn't put it up? Cause honey, you wouldn't be trying to take it down if you put it up.",en
../data/audios\6891864662250474754,fruits joooo,de
../data/audios\6891877993732443398,"And you might need help. Cause surely that ain't him, this.",en
../data/audios\6891890098607033605,"Hey mom, did you hear that Trump lost the election? Yes! We have defeated him for all-",en
../data/audios\6891896411818937605,"Millions of Americans sincerely love Donald Trump. They love him in spite of everything they've heard. They love him often in spite of himself. They love Donald Trump because no one else loves them. The country they built, the country their ancestors fought for over hundreds of years, has left them to die in their unfashionable little towns, mocked and despised by the sneering halfwits with finance degrees, but no actual skills who seem to run everything all of a sudden. Whatever Donald Trump's fault, he is better than the rest of the people in charge. At least he doesn't hate them for their weakness. Donald Trump, in other words, is and has always been a living indictment of the people who run this country. That was true four years ago when Trump came out of nowhere to win the presidency, and it's every bit as true right now. Trump rose because they failed.",en
../data/audios\6891931231500471557,"They're finding Biden votes all over the place. In Pennsylvania, Wisconsin, and Michigan. So bad for our country.",en
../data/audios\6891938397544353025,"First Lady Michelle Obama embracing former President George W. Bush at the opening of the National Museum of African American History and Culture. They do have a special bond, the Democratic Obamas and the Republican Bushes. We saw it at the memorial service for the fallen Dallas officers when Mr. Bush and Mrs. Obama held hands and swayed to the music. And President Obama has often expressed gratitude for the Bushes' kindness during the transition including the advice the Bush daughters gave his daughters. By all accounts the families have grown closer over the years. This picture went viral. We can only hope the sentiment is just as contagious.",en
../data/audios\6891962463252647173,"Good morning, day three of the shit show. Yes, officer, they won't stop counting. Stop the count. The fuck did I do? Trump 165, Biden 215, Target 270. How the fuck y'all let Target win the election? If you're from Nevada, Nevada, just tweet who you voted for. I'ma count it myself. Rice? Trump on the phone with Trump's first name. Disputing vote. Please listen carefully as our officer. Biden, if you make over 400,000 a year, your taxes will be higher. Folks on my timeline that make less than 35,000 a year.",en
../data/audios\6891974293136198918,"Girl, don't do it. It's not worth it. I'm not gonna do it, girl. I was just thinking about it. I'm not gonna do it. I did it.",en
../data/audios\6892012420324134146,"You should get the orange soda, it's amazing. Okay. What would you ladies like to drink? Orange soda, please. I'll have the strawberry soda. Me too, strawberry soda. I am so shocked and-",en
